Second Condition

0, 3.175701E-04 
0.015625, 5.209019E-04 
0.03125, 5.017932E-04 
0.046875, 1.968011E-03 
0.0625, 3.521177E-03 
0.078125, 4.384322E-04 
0.09375, 3.903886E-03 
0.109375, 4.568812E-03 
0.125, 5.112161E-03 
0.140625, 5.219764E-03 
0.15625, 3.775351E-03 
0.171875, 4.380067E-03 
0.1875, 0.0036953 
0.203125, 4.435161E-03 
0.21875, 6.310694E-03 
0.234375, 2.173592E-03 
0.25, 1.824166E-04 
0.265625, 4.079099E-03 
0.28125, 8.311639E-03 
0.296875, 1.250045E-03 
0.3125, 4.108391E-03 
0.328125, 5.496609E-03 
0.34375, 5.812196E-03 
0.359375, 7.445396E-03 
0.375, 3.360336E-03 
0.390625, 1.218998E-02 
0.40625, 7.904257E-03 
0.421875, 0.0134649 
0.4375, 6.574698E-03 
0.453125, 5.307843E-03 
0.46875, 6.182777E-03 
0.484375, 4.886081E-03 
0.5, 9.378832E-02 
0.515625, 1.091147E-02 
0.53125, 1.556452E-02 
0.546875, 1.578337E-03 
0.5625, 7.047622E-03 
0.578125, 0.0081111 
0.59375, 9.810703E-03 
0.609375, 4.407253E-03 
0.625, 5.135962E-03 
0.640625, 2.287393E-02 
0.65625, 8.70654E-03 
0.671875, 0.0109332 
0.6875, 1.078074E-02 
0.703125, 1.752992E-02 
0.71875, 6.573266E-03 
0.734375, 2.133675E-02 
0.75, 2.787239E-02 
0.765625, 1.107349E-02 
0.78125, 1.342984E-02 
0.796875, 1.713332E-02 
0.8125, 7.799044E-03 
0.828125, 1.486192E-02 
0.84375, 8.833229E-03 
0.859375, 4.642907E-03 
0.875, 3.826659E-03 
0.890625, 8.700904E-03 
0.90625, 6.733715E-03 
0.921875, 8.369003E-03 
0.9375, 9.018908E-03 
0.953125, 6.590376E-03 
0.96875, 4.476682E-03 
0.984375, 7.770473E-03 
1, 1.262611E-02 
1.015625, 7.870763E-03 
1.03125, 1.670515E-02 
1.046875, 2.017784E-03 
1.0625, 8.092926E-03 
1.078125, 5.900305E-03 
1.09375, 5.296349E-03 
1.109375, 5.343429E-03 
1.125, 4.279185E-03 
1.140625, 2.950839E-03 
1.15625, 2.883789E-03 
1.171875, 4.112207E-03 
1.1875, 3.940599E-03 
1.203125, 6.516994E-03 
1.21875, 3.726915E-03 
1.234375, 8.569773E-03 
1.25, 2.634355E-03 
1.265625, 4.639621E-03 
1.28125, 6.791443E-03 
1.296875, 1.501861E-03 
1.3125, 5.613414E-03 
1.328125, 3.343626E-03 
1.34375, 2.373782E-03 
1.359375, 8.774583E-03 
1.375, 6.453891E-03 
1.390625, 5.31511E-03 
1.40625, 3.616514E-03 
1.421875, 1.590024E-02 
1.4375, 3.091762E-03 
1.453125, 7.062573E-03 
1.46875, 2.953315E-03 
1.484375, 3.49036E-03 
1.5, 0.350126 
1.515625, 9.908875E-04 
1.53125, 5.598832E-03 
1.546875, 4.61634E-03 
1.5625, 7.146908E-03 
1.578125, 3.777395E-03 
1.59375, 7.337039E-03 
1.609375, 2.536192E-03 
1.625, 6.111427E-03 
