FLO,0.28,112800
FLR,2.12,421200
FLS,,676800
FLTPRG,,
FLTPRH,,
FLTPRI,,
FMC,,91700
FMI,6.51,2100
FMK,,20900
FMN,,14800
FMT,1.86,148100
FMTPR,,
FNF,1.42,514100
FNM,1.91,2926600
FNMPRF,,
FNMPRG,,
FNMPRH,,
FNMPRI,,
FNMPRJ,,
FO,2.33,513100
FOB,,10700
FOE,2.47,323200
FON,3.23,3764400
FOPRA,,
FOX,,1821300
FPCPRA,,
FPF,,21300
FPL,3.96,717000
FPLPRA,,
FPLPRB,,
FPRS,,
FPRT,,
FPT,,11000
FR,9.89,158700
FRC,,14600
FRE,1.38,2100200
FREPRB,,
FREPRD,,
FREPRF,,
FREPRG,,
FREPRH,,
FREPRK,,
FREPRL,,
FREPRM,,
FREPRN,,
FREPRO,,
FREPRP,,
FREPRQ,,
FREPRR,,
FRF,,600
FRK,1.14,76100
FRPRC,,
FRPRD,,
FRPRE,,
FRT,7.14,154400
FRTPRA,,
FRTPRB,,
FRX,,3588700
FSA,6.85,0
FSB,6.57,6700
FSE,1.12,204700
FSH,,356400
FSS,4.20,920200
FST,,860700
FT,9.96,52000
FTD,6.08,2600
FTI,,199500
FTN,3.20,481200
FTO,1.33,165300
FTS,,335100
FUL,1.64,144100
FUN,7.19,83100
FUR,22.99,13000
FURPRA,,
FVB,2.97,167400
FWC,,112300
FWCPRA,,
FWJ,7.24,13700
G,2.03,3536400
GAB,13.81,191000
GABPR,,
GABPRB,,
GAM,0.86,24300
GAMPR,,
GAP,,161400
GAS,5.46,144400
GB,,70300
GBL,,10300
GBLPRI,,
GBM,5.31,414800
GBP,9.57,79300
GBPPRA,,
GCH,0.42,20200
GCI,1.30,616200
GCO,,96300
GCV,8.85,32600
GCVPR,,
GD,1.56,3671100
GDF,12.37,20400
GDI,,40000
GDP,,11900
GDT,,1201900
GDW,0.46,627000
GE,3.04,25295100
GEA,6.13,78400
GEC,5.87,118600
GEF,2.28,7600
GEF.B,2.28,0
GEG,,32300
GER,0.20,15100
GES,,119700
GET,,16400
GF,,44200
GFF,,78600
GFR,0.61,3800
GGC,1.31,110800
GGG,1.19,104300
GGP,5.91,170100
GGPPRA,,
GGT,0.09,41700
GGTPR,,
GHI,10.50,45900
GI,,4000
GIM,6.26,227400
GIS,2.30,992400
GJM,7.26,37400
GL,9.78,20500
GLB,10.13,118800
GLBPRA,,
GLK,1.49,113300
GLPRA,,
GLRPRA,,
GLRPRB,,
GLT,5.02,55400
GLW,,13247800
GM,5.03,4646200
GMA,7.16,81500
GME,,342700
GMH,,1718300
GMP,3.62,3800
GMR,,577600
GMT,5.26,151100
GMTPR,,
GMW,7.18,34200
GNI,8.98,400
GOT,,6700
GP,2.98,1130900
GPB,6.37,3500
GPC,3.76,612000
GPD,6.83,5800
GPEPRA,,
GPEPRW,,
GPF,6.20,200
GPI,,285900
GPK,,32900
GPN,0.53,92700
GPS,0.59,3656400
GPT,2.15,404600
GPX,,3700
GR,4.19,302500
GRA,,125300
GRB,6.46,34000
GRD,6.89,900
GRH,7.25,800
GRK,7.00,2200
GRMPRA,,
GRO,,16400
GRP,,339000
GRPRA,,
GRR,,3000
GRT,11.21,99400
GRTPRB,,
GS,0.65,4294400
GSB,,
GSE,,10900
GSUPRB,,
GSUPRD,,
GSUPRE,,
GSUPRG,,
GT,7.00,2371000
GTI,,118300
GTK,,569000
GTN,0.79,98200
GTN.A,,
GTW,,1175700
GTY,8.92,33800
GTYPRA,,
GTY.T,,
GUPPRB,,
GUPPRC,,
GUT,6.45,23700
GVA,1.92,384900
GVT,4.48,34700
GWR,,79400
GWW,1.43,199700
GXM,4.40,72500
GXP,7.17,363500
GXPPRA,,
GXPPRD,,
GXPPRE,,
GY,1.51,133600
GYI,,231900
HAE,,97000
HAL,2.61,2099700
HAR,0.17,165800
HAS,0.99,386600
HAT,5.68,1000
HB,1.89,108300
HBCPR,,
HBG,1.25,119900
HBP,,5900
HC,,1164200
HCA,0.19,3343300
HCC,1.04,134500
HCN,8.81,161600
HCNPRB,,
HCP,8.77,207700
HCPPRA,,
HCPPRB,,
HCPPRC,,
HCR,,525500
HD,1.08,23527800
HDI,0.29,2070100
HDL,,23200
HE,5.55,82300
HEI,0.42,17900
HEI.A,,
HEPRQ,,
HEPRS,,
HEPRT,,
HET,,691200
HEW,,46400
HFPRM,,
HGM,7.21,43500
HGR,,114300
HGT,7.46,39800
HHS,0.53,147000
HI,3.51,2959700
HIB,3.06,786900
HIF,9.35,1500
HIG,2.30,1014200
HIGPRA,,
HIGPRC,,
HIGPRQ,,
HIO,10.03,114700
HIPRE,,
HIPRF,,
HIPRG,,
HIPRH,,
HIPRM,,
HIPRN,,
HIPRO,,
HIPRP,,
HIPRS,,
HIPRT,,
HIPRV,,
HIPRX,,
HIPRZ,,
HIS,10.87,72700
HIW,10.75,112100
HIWPRB,,
HIWPRD,,
HIX,12.99,141600
HKF,1.79,82800
HL,,1161100
HLIPRA,,
HLIPRB,,
HLN,7.83,14000
HLPRB,,
HLR,1.92,49000
HLT,0.62,800400
HMA,0.46,1876900
HME,7.33,149100
HMEPRF,,
HMN,2.65,127700
HMT,,1057400
HMTPRA,,
HMTPRB,,
HMTPRC,,
HMX,,29800
HNI,1.81,48900
HNR,,86100
HNT,,1226500
HNZ,4.74,1112800
HNZPR,,
HON,2.98,3433700
HOT,3.41,1363500
HOV,,237800
HP,1.19,480200
HPC,,409900
HPCPRA,,
HPF,8.64,35700
HPG,8.71,13400
HPI,8.64,53500
HPQ,1.60,10574400
HPT,8.79,347700
HPTPRA,,
HPTPRB,,
HQH,42.31,36600
HQL,47.95,45200
HR,8.37,142800
HRB,1.74,767600
HRC,,1296300
HRH,0.86,253200
HRL,1.81,108000
HRP,9.58,310200
HRPPRA,,
HRPPRB,,
HRPRA,,
HRS,1.02,544000
HSC,3.37,70900
HSF,8.24,8200
HSM,9.33,23800
HSP,,390000
HSY,1.92,434500
HTG,8.63,664600
HTO,5.08,22700
HTR,9.47,49800
HTRRTWI,,
HTV,,67000
HU,3.58,191700
HUBA,,
HUBB,,
HUF,,20700
HUG,1.20,152600
HUM,,1388500
HVT,1.86,59100
HVTA,,
HWK,,600
HXL,,8800
HYB,10.14,96900
HYC,,173100
HYF,12.79,186100
HYI,9.31,21400
HYN,,1700
HYP,11.08,48200
HYV,12.21,42000
HYW,12.29,24200
HZO,,30300
IAL,6.60,600
IAS,,
IBC,1.78,387400
IBM,0.70,17333000
ICB,5.78,12200
ICN,2.85,577000
ICS,4.95,1600
IDA,7.60,197600
IDC,,343100
IDE,,119300
IDG,,1000
IDT,,177200
IDT.B,,0
IEM,,400
IES,,22200
IEU,7.86,100
IEX,1.85,108000
IFC,1.59,46700
IFCPRM,,
IFCPRN,,
IFCPRO,,
IFCPRP,,
IFF,1.70,314600
IFN,0.78,173100
IFS,,25400
IGF,,3800
IGI,,73000
IGL,0.72,295600
IGT,,883800
IHI,,11100
IHP,,229800
IHR,,8300
IIC,6.38,5100
IIF,0.26,3100
IIM,6.40,5100
IIS,5.65,900
IJD,8.27,15500
IKJ,5.25,20800
IKN,1.89,549900
ILA,,2541700
ILD,13.86,10100
IM,,483300
IMB,6.04,4300
IMC,,31400
IMJ,7.92,1000
IMK,7.53,500
IMN,,382400
IMR,,34700
IMS,4.85,4200
IMT,6.34,8700
IN,,97700
INT,1.49,216700
INV,,6100
IO,,68600
IOM,,328400
ION,,109600
IP,2.60,2380400
IPG,2.60,1594200
IPP,7.78,13300
IPX,1.62,3000
IQC,6.23,4200
IQI,6.63,13400
IQM,6.37,31700
IQN,6.09,8000
IQT,6.96,10700
IR,1.59,556000
IRF,,708400
IRL,,3300
IRM,,167900
IRT,7.92,219300
ISH,4.27,0
ISL,0.53,1600
ISP,,18200
IT,,101900
ITA,,7000
ITG,,272800
ITPRB,,
ITT,1.00,315000
ITW,1.42,927800
IVC,0.15,130900
JAH,,101300
JASA,,
JASB,,
JBL,,2430100
JBX,,258600
JCD,11.26,73000
JCI,1.76,454600
JCP,2.23,2671800
JDN,9.41,50100
JDNPRA,,
JEC,,252000
JEF,0.47,302000
JEQ,,45000
JFC,,1600
JFI,,3100
JH,1.37,107200
JHF,1.08,619600
JHI,6.09,4300
JHP,,36800
JHS,5.76,13000
JLG,0.28,102200
JLL,,32500
JM,,
JNC,2.04,37100
JNJ,1.50,5628700
JNS,0.29,770500
JNY,,748800
JOE,0.27,37900
JOF,,104200
JP,3.05,451500
JPM,5.08,9809500
JPMPRA,,
JPMPRH,,
JPMPRJ,,
JPMPRL,,
JPMPRN,,
JPS,8.36,298300
JPT,6.93,17400
JRC,,85000
JRL,7.96,2800
JTP,8.34,205500
JWA,,
JWB,,
JWL,,32400
JWN,2.10,401600
JYPPR,,
JYPPRZ,,
K,2.89,1274500
KBH,0.64,1044400
KCC,8.74,10700
KCH,6.88,3800
KCJ,6.72,0
KCN,7.75,4800
KCO,7.01,21900
KCP,,232600
KCS,,190900
KCT,7.03,0
KCV,7.52,2400
KCW,9.89,1100
KCX,7.21,1800
KDE,,49000
KDN,2.10,115800
KE,8.99,65200
KEF,,1100
KEG,,1794000
KEI,1.17,99700
KEM,,398200
KEX,,89400
KEY,4.73,2502500
KF,1.25,225500
